Feature name	Feature description	Feature name paper	Feature ID	Feature type	Feature variation	Phenotype1	Description phenotype 1	Phenotype2	Description phenotype 2	Tissue	Tissue description	Experimental	Method	Interaction observed	Name interactive feature	ID interactive feature	Type interactive feature	Organism	Population	T.cruzi strain	Paper PMID	Paper DOI	Paper title	Paper publication date
AVP	arginine vasopressin	Copeptin	ENSG00000101200	Protein	UP	Asymptomatic		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
AVP	arginine vasopressin	Copeptin	ENSG00000101200	Protein	UP	Cardiac		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
BLK	BLK proto-oncogene, Src family tyrosine kinase	BLK	ENSG00000136573	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
BLVRB	biliverdin reductase B	BLVRB	ENSG00000090013	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
Bmp2	bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]	BMP2	ENSMUSG00000027358	Protein	UP	Acute	30 dpi	Healthy		Colon		Yes	ELISA	No				Mus musculus	C57BL/6	Y strain	33561140	10.1371/journal.pone.0246692	Correlation between intestinal BMP2, IFNÎ³, and neural death in experimental infection with Trypanosoma cruzi	2021
Bmp2	bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]	BMP2	ENSMUSG00000027358	Protein	UP	Chronic	90 dpi	Healthy		Colon		Yes	ELISA	No				Mus musculus	C57BL/6	Y strain	33561140	10.1371/journal.pone.0246692	Correlation between intestinal BMP2, IFNÎ³, and neural death in experimental infection with Trypanosoma cruzi	2021
CAT	catalase	CATA	ENSG00000121691	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CAT	catalase	Catalase	ENSG00000121691	Protein	UP	Cardiac		Healthy		Heart		Yes	Immunoblot	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	CHCH3	ENSG00000106554	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CKM	creatine kinase, M-type	KCRM	ENSG00000104879	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CKMT2	creatine kinase, mitochondrial 2	KCRS	ENSG00000131730	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
COL18A1	collagen type XVIII alpha 1 chain	Endostatin	ENSG00000182871	Protein	UP	Cardiac		Asymptomatic		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
COL18A1	collagen type XVIII alpha 1 chain	Endostatin	ENSG00000182871	Protein	UP	Asymptomatic		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
COL18A1	collagen type XVIII alpha 1 chain	Endostatin	ENSG00000182871	Protein	UP	Cardiac		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
COL4A2	collagen type IV alpha 2 chain	DHSA	ENSG00000134871	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CSNK1E	casein kinase 1 epsilon	KC1E	ENSG00000213923	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CSRP3	cysteine and glycine rich protein 3	CSRP3	ENSG00000129170	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CST3	cystatin C	Cys-C	ENSG00000101439	Protein	UP	Severe cardiac	NYHA III-IV	Asymptomatic	NYHA 0	Serum		Yes	Immunologic turbid metric assay	No				Homo sapiens	Colombia		34912860	10.3389/fcvm.2021.751415	Cardiovascular Biomarkers and Diastolic Dysfunction in Patients With Chronic Chagas Cardiomyopathy	2021
CST3	cystatin C	Cys-C	ENSG00000101439	Protein	UP	Severe cardiac	Diastolic dysfunction	Moderate cardiac	No diastolic dysfunction	Serum		Yes	Immunologic turbid metric assay	No				Homo sapiens	Colombia		34912860	10.3389/fcvm.2021.751415	Cardiovascular Biomarkers and Diastolic Dysfunction in Patients With Chronic Chagas Cardiomyopathy	2021
CTSD	cathepsin D	CATD	ENSG00000117984	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
CXCL8	C-X-C motif chemokine ligand 8	IL-8	ENSG00000169429	Protein	UP	Severe cardiac	LVEF < 50%	Healthy		Plasma		Yes	Milliplex kits	No				Homo sapiens	Brazil		33656072	10.36660/abc.20190403	Galectin-3 Associated with Severe Forms and Long-term Mortality in Patients with Chagas Disease	2021
CXCL8	C-X-C motif chemokine ligand 8	IL-8	ENSG00000169429	Protein	DOWN	Chagas	T.cruzi positive, no CC	Severe cardiac	LVEF < 50%	Plasma		Yes	Milliplex kits	No				Homo sapiens	Brazil		33656072	10.36660/abc.20190403	Galectin-3 Associated with Severe Forms and Long-term Mortality in Patients with Chagas Disease	2021
CXCL8	C-X-C motif chemokine ligand 8	IL-8	ENSG00000169429	Protein	DOWN	Moderate cardiac	ECG abnormalities, normal systolic function	Severe cardiac	LVEF < 50%	Plasma		Yes	Milliplex kits	No				Homo sapiens	Brazil		33656072	10.36660/abc.20190403	Galectin-3 Associated with Severe Forms and Long-term Mortality in Patients with Chagas Disease	2021
DECR1	2,4-dienoyl-CoA reductase 1	DECR	ENSG00000104325	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
DECR1	2,4-dienoyl-CoA reductase 1	DECR1	ENSG00000104325	Protein	DOWN	Cardiac		Healthy		Heart		Yes	Immunoblot	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
DES	desmin	DESM	ENSG00000175084	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
DLD	dihydrolipoamide dehydrogenase	DLDH	ENSG00000091140	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
DPYSL2	dihydropyrimidinase like 2	DPYL2	ENSG00000092964	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
ECI2	enoyl-CoA delta isomerase 2	D3D2	ENSG00000198721	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
EHD4	EH domain containing 4	EHD4	ENSG00000103966	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
EIF3J	eukaryotic translation initiation factor 3 subunit J	EIF3J	ENSG00000104131	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
EIF4H	eukaryotic translation initiation factor 4H	IF4H	ENSG00000106682	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
ENO1	enolase 1	ENOA	ENSG00000074800	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
ENO3	enolase 3	ENOB	ENSG00000108515	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
F13A1	coagulation factor XIII A chain	F13A		Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
FAM90A22	family with sequence similarity 90 member A22	F90AM	ENSG00000285687	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
FCN3	ficolin 3	Ficolin-3	ENSG00000142748	Protein	DOWN	Cardiac	Heart failure	Chagas	No heart failure	Serum		Yes	ELISA	No				Homo sapiens	Brazil		33686686	10.1111/pim.12829	Ficolin-3 in chronic Chagas disease: Low serum levels associated with the risk of cardiac insufficiency	2021
FCN3	ficolin 3	Ficolin-3	ENSG00000142748	Protein		Chagas	Heart failure	Chagas	No heart failure	Serum		No	Correlation	Yes	FCN2	ENSG00000160339	RNA	Homo sapiens	Brazil		33686686	10.1111/pim.12829	Ficolin-3 in chronic Chagas disease: Low serum levels associated with the risk of cardiac insufficiency	2021
FCN3	ficolin 3	Ficolin-3	ENSG00000142748	Protein		Chagas	Heart failure	Chagas	No heart failure	Serum		No	Correlation	Yes	MBL2	ENSG00000165471	RNA	Homo sapiens	Brazil		33686686	10.1111/pim.12829	Ficolin-3 in chronic Chagas disease: Low serum levels associated with the risk of cardiac insufficiency	2021
FCN3	ficolin 3	Ficolin-3	ENSG00000142748	Protein		Chagas	Heart failure	Chagas	No heart failure	Serum		No	Correlation	Yes	PTX3	ENSG00000163661	RNA	Homo sapiens	Brazil		33686686	10.1111/pim.12829	Ficolin-3 in chronic Chagas disease: Low serum levels associated with the risk of cardiac insufficiency	2021
FH	fumarate hydratase	FUMH	ENSG00000091483	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
FRRS1	ferric chelate reductase 1	FRRS1	ENSG00000156869	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
GAB3	GRB2 associated binding protein 3	GAB3	ENSG00000160219	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
GAPDH	glyceraldehyde-3-phosphate dehydrogenase	G3P	ENSG00000111640	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
Gfap	glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697]	GFAP	ENSMUSG00000020932	Protein	UP	Acute	7 dpi	Healthy		Spinal cord	Glial cells	Yes	Western blot	No				Mus musculus	C57BL/6	Y strain	33574810	10.3389/fimmu.2020.539086	Experimental Trypanosoma cruzi Infection Induces Pain in Mice Dependent on Early Spinal Cord Glial Cells and NFkB Activation and Cytokine Production	2021
Gfap	glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697]	GFAP	ENSMUSG00000020932	Protein	UP	Acute	14 dpi	Healthy		Spinal cord	Glial cells	Yes	Western blot	No				Mus musculus	C57BL/6	Y strain	33574810	10.3389/fimmu.2020.539086	Experimental Trypanosoma cruzi Infection Induces Pain in Mice Dependent on Early Spinal Cord Glial Cells and NFkB Activation and Cytokine Production	2021
Gfap	glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697]	GFAP	ENSMUSG00000020932	Protein	UP	Acute	21 dpi	Healthy		Spinal cord	Glial cells	Yes	Western blot	No				Mus musculus	C57BL/6	Y strain	33574810	10.3389/fimmu.2020.539086	Experimental Trypanosoma cruzi Infection Induces Pain in Mice Dependent on Early Spinal Cord Glial Cells and NFkB Activation and Cytokine Production	2021
Gfap	glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697]	GFAP	ENSMUSG00000020932	Protein	UP	Acute	28 dpi	Healthy		Spinal cord	Glial cells	Yes	Western blot	No				Mus musculus	C57BL/6	Y strain	33574810	10.3389/fimmu.2020.539086	Experimental Trypanosoma cruzi Infection Induces Pain in Mice Dependent on Early Spinal Cord Glial Cells and NFkB Activation and Cytokine Production	2021
GLUD1	glutamate dehydrogenase 1	DHE3	ENSG00000148672	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
GOT1	glutamic-oxaloacetic transaminase 1	AATC	ENSG00000120053	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
GPI	glucose-6-phosphate isomerase	G6PI	ENSG00000105220	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
GSN	gelsolin	GELS	ENSG00000148180	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HADH	hydroxyacyl-CoA dehydrogenase	HCDH	ENSG00000138796	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	hnRNPA1	ENSG00000135486	Protein	UP	Asymptomatic		Cardiac		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	hnRNPA1	ENSG00000135486	Protein	UP	Asymptomatic		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	hnRNPA1	ENSG00000135486	Protein	UP	Cardiac		Healthy		Blood		Yes	ELISA	No				Homo sapiens	Argentina		34479416	10.1128/Spectrum.00364-21	Prognostic Performance of Peripheral Blood Biomarkers in Identifying Seropositive Individuals at Risk of Developing Clinically Symptomatic Chagas Cardiomyopathy	2021
HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	ROA2	ENSG00000122566	Protein	DOWN	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HSP90AA1	heat shock protein 90 alpha family class A member 1	HS90A	ENSG00000080824	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HSP90B1	heat shock protein 90 beta family member 1	ENPL	ENSG00000166598	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HSPA5	heat shock protein family A (Hsp70) member 5	GRP78	ENSG00000044574	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HSPA8	heat shock protein family A (Hsp70) member 8	HSP71	ENSG00000109971	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
HSPA9	heat shock protein family A (Hsp70) member 9	GRP75	ENSG00000113013	Protein	UP	Cardiac		Healthy		Heart		Yes	DIGE	No				Homo sapiens	Brazil		34867990	10.3389/fimmu.2021.755782	Impairment of Multiple Mitochondrial Energy Metabolism Pathways in the Heart of Chagas Disease Cardiomyopathy Patients	2021
